ticket_id,created_at,resolved_at,priority,status,assigned_agent,resolution_hours,sla_met,category
T300804,2024-05-21,2024-05-21 14:49:54.007029570,High,Closed,Agent_14,14.83,1,HR
T300805,2024-11-12,2024-11-14 05:45:47.002496341,Low,Resolved,Agent_5,53.76,1,Technical
T300806,2023-07-18,2023-07-19 21:11:28.326507071,Low,Resolved,Agent_14,45.19,1,Technical
T300807,2024-11-01,2024-11-01 08:30:09.788729616,Medium,Resolved,Agent_11,8.5,1,Logistics
T300808,2024-09-10,2024-09-10 07:19:51.596096668,Medium,Resolved,Agent_3,7.33,1,Logistics
T300809,2024-09-13,2024-09-13 09:50:17.423123019,Medium,Resolved,Agent_6,9.84,1,Technical
T300810,2025-08-07,2025-08-07 17:58:41.153820152,Low,Resolved,Agent_7,17.98,1,Logistics
T300811,2025-04-14,2025-04-14 01:00:00.000000000,Critical,Resolved,Agent_19,1.0,1,Billing
T300812,2025-05-20,2025-05-21 14:54:05.170690011,Medium,Resolved,Agent_9,38.9,1,Logistics
T300813,2024-02-24,2024-02-24 11:03:38.036174917,Medium,Closed,Agent_2,11.06,1,Other
T300814,2023-08-18,2023-08-18 14:42:58.056120162,High,Escalated,Agent_12,14.72,1,Billing
T300815,2025-01-09,2025-01-09 15:45:47.373485297,Low,Resolved,Agent_7,15.76,1,Billing
T300816,2024-08-08,2024-08-08 22:06:44.144418671,Medium,Open,Agent_10,22.11,1,Technical
T300817,2023-02-13,2023-02-13 01:00:00.000000000,High,Closed,Agent_20,1.0,1,Billing
T300818,2023-05-09,2023-05-09 05:22:49.569186677,Low,Resolved,Agent_15,5.38,1,Billing
T300819,2023-11-12,2023-11-12 10:52:52.890623021,Medium,Closed,Agent_19,10.88,1,Billing
T300820,2024-09-13,2024-09-13 01:52:40.406925878,Critical,Escalated,Agent_6,1.88,1,Technical
T300821,2025-09-07,2025-09-07 10:27:53.191819310,Medium,Closed,Agent_20,10.46,1,Technical
T300822,2023-07-17,2023-07-22 08:07:17.273356315,Low,Escalated,Agent_13,128.12,0,Technical
T300823,2025-02-04,2025-02-04 01:50:33.265230445,Medium,Open,Agent_20,1.84,1,Technical
T300824,2023-11-07,2023-11-07 14:54:36.522978333,Medium,Open,Agent_12,14.91,1,Logistics
T300825,2025-07-14,2025-07-14 05:18:11.523088892,Medium,Resolved,Agent_18,5.3,1,Other
T300826,2025-02-09,2025-02-09 10:33:19.224251057,Medium,Closed,Agent_16,10.56,1,Technical
T300827,2025-06-26,2025-06-28 06:15:00.453912364,Low,Resolved,Agent_11,54.25,1,Technical
T300828,2024-06-15,2024-06-22 05:15:50.360179925,Low,Resolved,Agent_11,173.26,0,Technical
T300829,2022-12-30,2022-12-31 04:28:38.017935090,Medium,Open,Agent_1,28.48,1,Logistics
T300830,2023-02-13,2023-02-15 03:52:31.119058414,Medium,Resolved,Agent_1,51.88,0,Other
T300831,2025-03-26,2025-03-26 03:49:23.435310586,Medium,Resolved,Agent_7,3.82,1,Logistics
T300832,2025-10-05,2025-10-05 02:24:06.457154614,High,Resolved,Agent_7,2.4,1,Technical
T300833,2024-08-05,2024-08-09 04:29:49.703670914,Low,Escalated,Agent_4,100.5,0,HR
T300834,2023-07-25,2023-07-26 20:53:35.635045166,Low,Resolved,Agent_14,44.89,1,Logistics
T300835,2025-06-13,2025-06-14 13:41:56.369988068,Medium,Resolved,Agent_5,37.7,1,Billing
T300836,2023-08-07,2023-08-07 03:01:32.211165888,High,Closed,Agent_12,3.03,1,Logistics
T300837,2024-04-08,2024-04-08 05:08:36.542624590,High,Resolved,Agent_4,5.14,1,Technical
T300838,2025-03-13,2025-03-13 02:01:41.381322591,Medium,Resolved,Agent_3,2.03,1,Technical
T300839,2022-11-26,2022-11-28 06:13:30.970886973,Medium,Resolved,Agent_18,54.23,0,Technical
T300840,2024-05-05,2024-05-08 03:09:36.830629506,Medium,Closed,Agent_5,75.16,0,Billing
T300841,2025-01-06,2025-01-07 22:45:20.990303979,Medium,Resolved,Agent_6,46.76,1,Logistics
T300842,2025-10-23,2025-10-24 03:35:24.744649342,Low,Closed,Agent_14,27.59,1,HR
T300843,2023-02-19,2023-02-19 20:01:38.412403605,Low,Resolved,Agent_6,20.03,1,Technical
T300844,2023-12-27,2023-12-28 05:48:31.223269799,Low,Resolved,Agent_20,29.81,1,Technical
T300845,2025-04-23,2025-04-24 00:21:40.752299030,Medium,Open,Agent_12,24.36,1,Technical
T300846,2024-10-26,2024-10-27 03:06:31.717465912,Low,Resolved,Agent_12,27.11,1,HR
T300847,2023-08-21,2023-08-21 13:08:26.131304572,Medium,Resolved,Agent_8,13.14,1,Billing
T300848,2025-01-12,2025-01-13 03:04:09.445894854,Low,Escalated,Agent_20,27.07,1,HR
T300849,2023-11-19,2023-11-21 17:30:43.488061095,Low,Resolved,Agent_2,65.51,1,Other
T300850,2023-08-10,2023-08-13 02:10:59.249017844,Low,Closed,Agent_5,74.18,0,Technical
T300851,2024-12-03,2024-12-07 02:07:47.199349937,Low,Resolved,Agent_18,98.13,0,Billing
T300852,2025-06-24,2025-06-24 13:21:43.237087072,Low,Resolved,Agent_3,13.36,1,Technical
T300853,2023-05-13,2023-05-13 08:13:35.719013319,Low,Resolved,Agent_16,8.23,1,Billing
T300854,2025-02-19,2025-02-19 02:32:23.611645974,Critical,Resolved,Agent_5,2.54,1,Technical
T300855,2024-07-11,2024-07-11 03:16:22.797705949,Critical,Resolved,Agent_9,3.27,1,HR
T300856,2025-08-16,2025-08-16 14:31:21.408645366,High,Closed,Agent_6,14.52,1,Billing
T300857,2023-05-25,2023-05-27 20:05:22.006587058,Low,Resolved,Agent_19,68.09,1,Technical
T300858,2024-07-31,2024-08-04 03:28:27.840146664,Medium,Resolved,Agent_16,99.47,0,Technical
T300859,2023-01-03,2023-01-03 22:48:29.924542092,Low,Resolved,Agent_7,22.81,1,HR
T300860,2025-09-06,2025-09-07 00:43:17.906703800,Low,Resolved,Agent_4,24.72,1,Technical
T300861,2023-06-16,2023-06-16 09:22:21.823373764,High,Open,Agent_16,9.37,1,Logistics
T300862,2024-10-02,2024-10-03 17:11:59.763790450,Medium,Closed,Agent_20,41.2,1,Technical
T300863,2023-11-30,2023-12-02 03:54:53.658934340,Low,Resolved,Agent_17,51.91,1,Logistics
T300864,2024-11-02,2024-11-02 20:24:15.032225741,Medium,Resolved,Agent_19,20.4,1,HR
T300865,2023-08-25,2023-08-27 02:08:04.528172704,Low,Resolved,Agent_17,50.13,1,Billing
T300866,2025-08-17,2025-08-18 05:58:26.991204248,Low,Open,Agent_13,29.97,1,Technical
T300867,2024-11-30,2024-12-01 10:09:22.808027642,Medium,Closed,Agent_2,34.16,1,Logistics
T300868,2024-10-02,2024-10-02 03:45:27.005219688,Low,Closed,Agent_2,3.76,1,HR
T300869,2024-04-07,2024-04-07 17:04:21.502605124,Medium,Resolved,Agent_4,17.07,1,Billing
T300870,2024-05-06,2024-05-09 06:51:29.516198390,Low,Escalated,Agent_16,78.86,0,Technical
T300871,2023-03-06,2023-03-06 17:17:36.404200419,Low,Resolved,Agent_4,17.29,1,Billing
T300872,2023-06-14,2023-06-14 22:14:59.838652903,High,Resolved,Agent_20,22.25,1,HR
T300873,2024-10-22,2024-10-25 01:18:00.311681374,Low,Escalated,Agent_12,73.3,0,HR
T300874,2023-09-29,2023-09-29 20:51:29.811758035,Medium,Resolved,Agent_20,20.86,1,Technical
T300875,2023-09-26,2023-09-26 13:56:47.205041930,Low,Resolved,Agent_14,13.95,1,Billing
T300876,2025-04-28,2025-05-01 22:44:35.303617755,Low,Resolved,Agent_1,94.74,0,Billing
T300877,2023-04-20,2023-04-20 01:27:37.806518940,Low,Resolved,Agent_17,1.46,1,Logistics
T300878,2025-05-04,2025-05-04 21:32:45.325968333,Medium,Resolved,Agent_18,21.55,1,Other
T300879,2022-11-01,2022-11-04 01:14:27.535431946,Low,Resolved,Agent_12,73.24,0,HR
T300880,2025-03-25,2025-03-26 07:53:23.302609835,Low,Resolved,Agent_10,31.89,1,Logistics
T300881,2025-03-10,2025-03-10 01:18:08.886305483,High,Closed,Agent_15,1.3,1,Technical
T300882,2023-06-29,2023-06-30 19:05:44.723906789,Medium,Resolved,Agent_17,43.1,1,Other
T300883,2024-06-06,2024-06-08 09:32:55.454399045,Medium,Resolved,Agent_11,57.55,0,HR
T300884,2024-06-23,2024-06-24 15:46:10.159537835,Low,Resolved,Agent_20,39.77,1,Technical
T300885,2022-11-20,2022-11-20 09:16:59.292074431,Critical,Closed,Agent_7,9.28,0,Logistics
T300886,2024-02-16,2024-02-17 21:17:06.951792342,Low,Resolved,Agent_20,45.29,1,Technical
T300887,2023-03-21,2023-03-22 16:52:42.377883044,Low,Resolved,Agent_19,40.88,1,Logistics
T300888,2024-09-17,2024-09-17 06:43:37.888222975,Low,Closed,Agent_11,6.73,1,Other
T300889,2022-12-20,2022-12-20 03:26:40.718937024,Critical,Resolved,Agent_1,3.44,1,Technical
T300890,2023-11-26,2023-11-28 06:30:44.093587711,Low,Open,Agent_18,54.51,1,Logistics
T300891,2025-10-14,2025-10-14 14:32:40.250998864,Medium,Resolved,Agent_15,14.54,1,Technical
T300892,2025-10-10,2025-10-10 23:04:52.476891353,Medium,Closed,Agent_13,23.08,1,Other
T300893,2024-03-04,2024-03-05 03:01:25.299338241,High,Resolved,Agent_16,27.02,0,Billing
T300894,2023-07-28,2023-07-28 10:56:43.235154636,Medium,Escalated,Agent_19,10.95,1,Logistics
T300895,2023-10-28,2023-10-31 12:37:42.649021257,Low,Resolved,Agent_6,84.63,0,Billing
T300896,2023-03-25,2023-03-25 01:00:00.000000000,Critical,Resolved,Agent_16,1.0,1,Technical
T300897,2024-06-11,2024-06-14 19:55:16.817737723,Low,Open,Agent_18,91.92,0,Technical
T300898,2023-11-10,2023-11-10 01:21:13.279381823,High,Resolved,Agent_1,1.35,1,Technical
T300899,2025-08-21,2025-08-21 18:36:48.978437779,Low,Resolved,Agent_18,18.61,1,Other
T300900,2024-04-21,2024-04-21 08:38:41.484647634,High,Resolved,Agent_9,8.64,1,Billing
T300901,2025-09-23,2025-09-25 02:23:46.613500173,Low,Resolved,Agent_13,50.4,1,Billing
T300902,2023-09-14,2023-09-20 02:52:46.760669626,Low,Resolved,Agent_16,146.88,0,Technical
T300903,2024-06-07,2024-06-07 17:36:17.699604794,Low,Resolved,Agent_19,17.6,1,Technical
T300904,2024-05-16,2024-05-16 04:16:55.909974323,Low,Resolved,Agent_1,4.28,1,Billing
T300905,2024-05-06,2024-05-06 14:44:12.380212687,Medium,Resolved,Agent_8,14.74,1,Other
T300906,2023-09-07,2023-09-07 10:09:52.956915985,Medium,Escalated,Agent_10,10.16,1,Technical
T300907,2025-05-12,2025-05-12 10:59:56.626462267,High,Closed,Agent_7,11.0,1,HR
T300908,2023-02-02,2023-02-07 02:56:03.191155939,Low,Resolved,Agent_3,122.93,0,Logistics
T300909,2023-05-08,2023-05-10 01:29:20.791351893,Low,Escalated,Agent_13,49.49,1,Logistics
T300910,2024-08-08,2024-08-08 10:21:12.257927945,High,Closed,Agent_20,10.35,1,Other
T300911,2023-05-23,2023-05-23 06:46:45.848156152,Medium,Resolved,Agent_11,6.78,1,Other
T300912,2022-12-24,2022-12-24 07:22:53.529723884,Medium,Resolved,Agent_20,7.38,1,Billing
T300913,2025-06-29,2025-06-29 13:44:52.995823242,Medium,Escalated,Agent_5,13.75,1,Other
T300914,2023-02-02,2023-02-06 10:30:59.343307663,Low,Resolved,Agent_13,106.52,0,Technical
T300915,2023-09-10,2023-09-11 17:34:51.816306525,Low,Resolved,Agent_12,41.58,1,Technical
T300916,2023-10-26,2023-10-27 08:45:35.931229214,Low,Resolved,Agent_16,32.76,1,Logistics
T300917,2023-04-17,2023-04-17 18:46:11.908173972,Medium,Resolved,Agent_17,18.77,1,Technical
T300918,2025-07-09,2025-07-10 19:04:01.045994785,Medium,Resolved,Agent_14,43.07,1,Technical
T300919,2023-12-03,2023-12-05 06:22:40.906720603,Low,Resolved,Agent_10,54.38,1,HR
T300920,2024-04-20,2024-04-21 07:28:39.418193444,High,Resolved,Agent_13,31.48,0,Billing
T300921,2023-11-29,2023-11-29 10:27:35.458925755,High,Resolved,Agent_12,10.46,1,Billing
T300922,2022-12-18,2022-12-18 05:14:11.753061824,Medium,Resolved,Agent_4,5.24,1,Other
T300923,2024-10-01,2024-10-01 01:00:00.000000000,Low,Closed,Agent_19,1.0,1,Technical
T300924,2022-12-23,2022-12-23 18:18:30.621478813,Low,Escalated,Agent_12,18.31,1,Technical
T300925,2023-06-29,2023-06-29 01:33:17.883058662,Medium,Resolved,Agent_1,1.55,1,Other
T300926,2025-04-23,2025-04-24 01:05:17.471114041,Low,Closed,Agent_10,25.09,1,Other
T300927,2025-09-16,2025-09-16 04:59:41.541146803,Medium,Resolved,Agent_2,4.99,1,Billing
T300928,2025-10-18,2025-10-19 00:54:51.513131307,Low,Closed,Agent_5,24.91,1,Technical
T300929,2025-06-18,2025-06-18 12:13:40.681213601,Medium,Resolved,Agent_17,12.23,1,Other
T300930,2025-10-16,2025-10-16 15:31:12.391445025,Low,Closed,Agent_4,15.52,1,Billing
T300931,2024-01-24,2024-01-26 02:46:46.891776856,Low,Resolved,Agent_7,50.78,1,Technical
T300932,2024-01-07,2024-01-07 13:38:09.142351594,Medium,Resolved,Agent_15,13.64,1,Technical
T300933,2025-02-24,2025-02-26 05:44:26.889691878,Medium,Resolved,Agent_1,53.74,0,Logistics
T300934,2025-06-23,2025-06-23 01:53:56.852165918,Medium,Closed,Agent_14,1.9,1,Billing
T300935,2025-03-15,2025-03-16 01:22:37.671770667,Low,Resolved,Agent_15,25.38,1,Technical
T300936,2023-05-01,2023-05-01 17:57:02.208249921,High,Resolved,Agent_2,17.95,1,Billing
T300937,2023-05-02,2023-05-03 08:44:57.472629796,Low,Resolved,Agent_20,32.75,1,Technical
T300938,2023-04-05,2023-04-06 16:36:19.641094772,High,Closed,Agent_2,40.61,0,Billing
T300939,2023-02-05,2023-02-05 02:18:21.196848195,High,Resolved,Agent_16,2.31,1,Technical
T300940,2025-05-25,2025-05-25 18:13:55.096465271,Low,Resolved,Agent_2,18.23,1,HR
T300941,2024-12-28,2024-12-28 02:57:48.024471202,Medium,Closed,Agent_16,2.96,1,Other
T300942,2023-06-26,2023-06-26 13:35:59.611900715,Low,Closed,Agent_17,13.6,1,Logistics
T300943,2022-11-13,2022-11-14 02:47:33.997156456,Medium,Resolved,Agent_18,26.79,1,Technical
T300944,2025-03-07,2025-03-07 08:00:30.564186213,High,Closed,Agent_19,8.01,1,Technical
T300945,2023-05-01,2023-05-01 04:14:37.024060286,Medium,Escalated,Agent_16,4.24,1,Technical
T300946,2024-12-02,2024-12-03 06:54:04.555814329,Low,Resolved,Agent_4,30.9,1,Technical
T300947,2025-01-01,2025-01-04 18:14:14.447656956,Low,Open,Agent_17,90.24,0,Logistics
T300948,2023-04-26,2023-04-27 03:48:58.908997386,Low,Closed,Agent_1,27.82,1,Technical
T300949,2025-03-21,2025-03-21 01:00:00.000000000,Medium,Resolved,Agent_13,1.0,1,Other
T300950,2025-05-20,2025-05-20 01:00:00.000000000,Critical,Resolved,Agent_7,1.0,1,Logistics
T300951,2024-06-05,2024-06-05 13:50:06.797945988,Medium,Resolved,Agent_9,13.84,1,Other
T300952,2025-04-05,2025-04-05 21:35:20.649073964,Medium,Escalated,Agent_14,21.59,1,Technical
T300953,2025-03-30,2025-04-03 08:27:34.854664843,Low,Closed,Agent_1,104.46,0,Technical
T300954,2023-01-08,2023-01-12 00:21:57.406944091,Medium,Closed,Agent_8,96.37,0,Technical
T300955,2023-09-04,2023-09-11 20:41:18.107049334,Low,Resolved,Agent_10,188.69,0,Logistics
T300956,2025-07-18,2025-07-18 09:47:40.080129581,High,Resolved,Agent_4,9.79,1,Other
T300957,2024-09-21,2024-09-21 01:44:47.221076654,Low,Resolved,Agent_13,1.75,1,Billing
T300958,2022-12-23,2022-12-23 05:45:48.081225036,Medium,Resolved,Agent_18,5.76,1,Technical
T300959,2023-06-04,2023-06-04 13:40:26.179011186,Medium,Closed,Agent_9,13.67,1,Technical
T300960,2024-10-14,2024-10-16 02:49:17.775455409,Medium,Resolved,Agent_8,50.82,0,Other
T300961,2022-12-08,2022-12-08 01:02:46.122933621,Low,Resolved,Agent_6,1.05,1,Billing
T300962,2025-08-05,2025-08-05 17:05:17.033634113,Medium,Resolved,Agent_19,17.09,1,HR
T300963,2022-12-01,2022-12-02 01:26:04.370768742,Medium,Closed,Agent_16,25.43,1,Technical
T300964,2023-11-28,2023-11-28 04:04:48.009459466,High,Resolved,Agent_1,4.08,1,HR
T300965,2025-01-08,2025-01-08 09:06:13.874739170,Medium,Resolved,Agent_15,9.1,1,Technical
T300966,2023-12-30,2023-12-30 23:36:09.388579994,Low,Resolved,Agent_6,23.6,1,Technical
T300967,2025-08-25,2025-08-25 15:24:32.973968073,Low,Resolved,Agent_10,15.41,1,Logistics
T300968,2024-09-21,2024-09-21 13:47:43.617392499,Medium,Resolved,Agent_5,13.8,1,HR
T300969,2025-10-13,2025-10-13 01:01:57.050283305,Critical,Resolved,Agent_8,1.03,1,Technical
T300970,2024-12-19,2024-12-19 05:20:07.477632801,Medium,Resolved,Agent_1,5.34,1,Logistics
T300971,2023-05-19,2023-05-19 01:48:59.316020025,Low,Resolved,Agent_13,1.82,1,Billing
T300972,2024-12-15,2024-12-15 06:21:30.101085339,High,Resolved,Agent_16,6.36,1,Other
T300973,2023-06-14,2023-06-16 10:58:45.888670590,Low,Closed,Agent_17,58.98,1,Billing
T300974,2024-02-14,2024-02-15 09:51:55.221256857,Low,Resolved,Agent_7,33.87,1,Technical
T300975,2022-11-18,2022-11-19 12:18:29.914409296,Low,Resolved,Agent_15,36.31,1,Technical
T300976,2024-07-21,2024-07-21 14:20:44.689837372,Medium,Resolved,Agent_14,14.35,1,Billing
T300977,2022-11-10,2022-11-10 10:32:57.441271369,High,Resolved,Agent_17,10.55,1,Technical
T300978,2025-09-28,2025-09-28 12:31:31.215729409,Low,Resolved,Agent_7,12.53,1,Technical
T300979,2022-12-11,2022-12-11 05:34:55.146154373,Medium,Resolved,Agent_14,5.58,1,Technical
T300980,2024-07-12,2024-07-14 20:19:14.817181839,Medium,Resolved,Agent_8,68.32,0,Billing
T300981,2022-12-14,2022-12-15 04:43:54.909011980,Low,Resolved,Agent_13,28.73,1,Technical
T300982,2023-05-16,2023-05-19 12:15:47.019706938,Low,Resolved,Agent_1,84.26,0,HR
T300983,2023-08-26,2023-08-30 23:22:14.530305153,Low,Resolved,Agent_4,119.37,0,HR
T300984,2023-05-28,2023-05-29 21:48:07.340361479,Low,Closed,Agent_11,45.8,1,Technical
T300985,2024-02-02,2024-02-02 08:31:07.898270897,Medium,Resolved,Agent_9,8.52,1,Technical
T300986,2025-03-28,2025-03-30 06:39:48.010902261,Low,Resolved,Agent_19,54.66,1,Billing
T300987,2024-12-28,2024-12-29 03:03:31.425408693,Low,Closed,Agent_4,27.06,1,HR
T300988,2024-03-29,2024-04-05 05:29:35.900049240,Low,Closed,Agent_1,173.49,0,Other
T300989,2023-11-18,2023-11-19 16:01:15.608093805,Medium,Escalated,Agent_19,40.02,1,Technical
T300990,2024-05-01,2024-05-04 08:58:51.095319872,Low,Resolved,Agent_19,80.98,0,Logistics
T300991,2024-03-21,2024-03-21 10:39:39.125710100,High,Resolved,Agent_19,10.66,1,Technical
T300992,2023-09-26,2023-09-26 01:00:00.000000000,Medium,Open,Agent_11,1.0,1,Billing
T300993,2025-08-03,2025-08-04 18:47:07.417330005,Medium,Escalated,Agent_6,42.79,1,Technical
T300994,2024-03-02,2024-03-02 01:14:00.840761715,Low,Resolved,Agent_7,1.23,1,Technical
T300995,2025-01-22,2025-01-22 06:15:53.265526278,Low,Closed,Agent_1,6.26,1,Logistics
T300996,2024-02-25,2024-02-28 15:33:58.671149147,Low,Resolved,Agent_15,87.57,0,Logistics
T300997,2024-02-15,2024-02-15 02:57:46.842255997,High,Closed,Agent_4,2.96,1,Other
T300998,2025-08-16,2025-08-19 16:18:10.615785112,Low,Resolved,Agent_13,88.3,0,Technical
T300999,2025-08-19,2025-08-19 12:56:34.979594030,Low,Resolved,Agent_12,12.94,1,Technical
T301000,2024-01-08,2024-01-10 22:41:32.992597660,Low,Resolved,Agent_1,70.69,1,Technical
T301001,2022-11-16,2022-11-16 18:45:01.845291061,Medium,Resolved,Agent_8,18.75,1,Technical
T301002,2025-07-10,2025-07-12 05:21:38.109933946,Low,Closed,Agent_11,53.36,1,Logistics
T301003,2024-07-12,2024-07-15 15:23:30.262074474,Low,Resolved,Agent_10,87.39,0,HR
T301004,2024-09-19,2024-09-27 06:34:23.931837084,Low,Resolved,Agent_2,198.57,0,Billing
T301005,2023-01-04,2023-01-04 02:09:00.366637703,Medium,Resolved,Agent_17,2.15,1,Other
T301006,2024-05-28,2024-05-30 07:30:25.949847615,Low,Resolved,Agent_13,55.51,1,Logistics
T301007,2025-01-28,2025-01-31 04:30:00.859185592,Medium,Resolved,Agent_9,76.5,0,Logistics
T301008,2023-01-12,2023-01-12 22:28:03.961823245,Low,Resolved,Agent_16,22.47,1,Other
T301009,2023-05-23,2023-05-23 19:29:31.064738078,Low,Resolved,Agent_17,19.49,1,Technical
T301010,2023-07-12,2023-07-13 03:20:40.909314691,Medium,Resolved,Agent_10,27.34,1,Billing
T301011,2024-07-05,2024-07-05 12:20:16.743844629,Medium,Resolved,Agent_17,12.34,1,Logistics
T301012,2023-05-14,2023-05-14 02:53:47.812860706,High,Escalated,Agent_20,2.9,1,HR
T301013,2023-07-09,2023-07-09 02:06:47.582416650,High,Resolved,Agent_10,2.11,1,Billing
T301014,2024-05-03,2024-05-03 10:16:14.619448231,Low,Resolved,Agent_14,10.27,1,Billing
T301015,2025-06-12,2025-06-13 05:14:33.834018119,Medium,Closed,Agent_15,29.24,1,Billing
T301016,2023-09-06,2023-09-08 12:13:45.040588896,Medium,Resolved,Agent_9,60.23,0,Technical
T301017,2024-08-14,2024-08-17 06:43:06.423861221,Low,Resolved,Agent_2,78.72,0,Other
T301018,2024-01-15,2024-01-16 04:32:22.145170094,Low,Closed,Agent_14,28.54,1,Billing
T301019,2023-08-02,2023-08-03 12:05:54.366302422,Low,Resolved,Agent_7,36.1,1,HR
T301020,2024-04-22,2024-04-22 05:48:29.675645067,Critical,Resolved,Agent_4,5.81,1,HR
T301021,2024-11-12,2024-11-12 20:49:01.071084841,Medium,Resolved,Agent_13,20.82,1,HR
T301022,2022-11-13,2022-11-19 21:55:52.819936615,Low,Resolved,Agent_4,165.93,0,Billing
T301023,2024-07-02,2024-07-04 04:15:49.392045269,Medium,Resolved,Agent_4,52.26,0,Logistics
T301024,2023-05-11,2023-05-11 01:04:06.225689312,Medium,Resolved,Agent_9,1.07,1,Other
T301025,2024-09-28,2024-09-29 19:21:18.326457697,Medium,Resolved,Agent_11,43.36,1,Billing
T301026,2022-11-19,2022-11-19 02:54:23.656567822,Medium,Closed,Agent_1,2.91,1,Billing
T301027,2023-10-05,2023-10-06 04:07:28.629390263,Medium,Resolved,Agent_13,28.12,1,HR
T301028,2024-12-10,2024-12-10 02:01:05.856780744,Critical,Resolved,Agent_9,2.02,1,Logistics
T301029,2024-06-01,2024-06-02 11:37:40.427414658,Medium,Resolved,Agent_18,35.63,1,Logistics
T301030,2022-11-26,2022-11-26 01:00:00.000000000,Medium,Resolved,Agent_7,1.0,1,Other
T301031,2025-08-26,2025-08-26 11:33:39.461734338,Medium,Closed,Agent_14,11.56,1,Logistics
T301032,2025-09-16,2025-09-16 01:00:00.000000000,Medium,Closed,Agent_17,1.0,1,Technical
T301033,2023-02-13,2023-02-14 12:49:38.588566587,High,Resolved,Agent_18,36.83,0,Technical
T301034,2024-12-23,2024-12-23 01:00:00.000000000,Low,Resolved,Agent_1,1.0,1,Billing
T301035,2023-08-30,2023-08-30 04:03:01.022251577,Medium,Closed,Agent_9,4.05,1,Technical
T301036,2025-09-01,2025-09-02 13:11:51.210870633,Low,Escalated,Agent_10,37.2,1,Technical
T301037,2025-09-07,2025-09-09 01:51:59.380248171,Low,Resolved,Agent_16,49.87,1,Technical
T301038,2024-08-03,2024-08-03 15:40:02.101634398,High,Resolved,Agent_11,15.67,1,Other
T301039,2023-04-23,2023-04-23 13:36:39.233709090,Low,Resolved,Agent_4,13.61,1,Billing
T301040,2024-01-23,2024-01-23 08:35:39.614673070,Medium,Open,Agent_19,8.59,1,Technical
T301041,2022-12-24,2022-12-24 03:17:30.152845343,High,Resolved,Agent_8,3.29,1,Logistics
T301042,2023-01-17,2023-01-17 13:25:51.208304653,Low,Closed,Agent_3,13.43,1,Logistics
T301043,2024-01-13,2024-01-16 01:04:15.294666983,Low,Resolved,Agent_4,73.07,0,Logistics
T301044,2024-12-21,2024-12-26 21:54:41.198362632,Low,Resolved,Agent_8,141.91,0,Technical
T301045,2023-04-21,2023-04-21 10:52:12.838229107,High,Closed,Agent_12,10.87,1,Other
T301046,2024-05-03,2024-05-03 08:13:20.507740295,Low,Resolved,Agent_5,8.22,1,Technical
T301047,2023-10-27,2023-10-27 03:14:53.681447854,Low,Resolved,Agent_3,3.25,1,Logistics
T301048,2023-06-24,2023-06-24 13:07:15.566228487,Low,Resolved,Agent_5,13.12,1,Other
T301049,2024-01-07,2024-01-07 04:41:54.079548770,Medium,Resolved,Agent_4,4.7,1,Billing
T301050,2025-09-05,2025-09-05 20:44:08.366086896,Medium,Closed,Agent_11,20.74,1,Other
T301051,2024-11-07,2024-11-09 09:27:38.656702766,Low,Resolved,Agent_16,57.46,1,Logistics
T301052,2025-02-27,2025-02-27 01:00:00.000000000,High,Resolved,Agent_18,1.0,1,Logistics
T301053,2024-07-19,2024-07-20 03:47:55.530402305,Low,Resolved,Agent_6,27.8,1,Technical
T301054,2023-07-05,2023-07-06 22:49:18.635633245,Low,Closed,Agent_16,46.82,1,Other
T301055,2024-05-02,2024-05-02 10:17:07.165564385,Low,Resolved,Agent_1,10.29,1,Billing
T301056,2025-06-22,2025-06-24 07:29:46.251206183,Medium,Closed,Agent_19,55.5,0,Technical
T301057,2023-04-16,2023-04-16 19:06:41.628663167,Medium,Closed,Agent_20,19.11,1,Logistics
T301058,2023-10-19,2023-10-19 05:05:05.029007487,High,Resolved,Agent_16,5.08,1,HR
T301059,2024-10-03,2024-10-03 01:00:00.000000000,Medium,Resolved,Agent_10,1.0,1,Technical
T301060,2023-10-19,2023-10-19 07:56:48.914415491,High,Resolved,Agent_14,7.95,1,Billing
T301061,2024-05-27,2024-05-27 19:39:02.912881574,Low,Resolved,Agent_18,19.65,1,HR
T301062,2025-09-28,2025-09-29 17:53:54.852804138,High,Resolved,Agent_13,41.9,0,Technical
T301063,2023-09-19,2023-09-19 22:50:57.930664802,Low,Resolved,Agent_13,22.85,1,Billing
T301064,2025-06-15,2025-06-20 01:50:35.744160825,Low,Resolved,Agent_15,121.84,0,Billing
T301065,2022-11-29,2022-12-01 07:36:34.936710912,Low,Closed,Agent_4,55.61,1,Logistics
T301066,2024-11-08,2024-11-08 03:41:18.150798574,Low,Resolved,Agent_18,3.69,1,Technical
T301067,2024-04-26,2024-04-27 08:23:12.452401098,High,Resolved,Agent_15,32.39,0,HR
T301068,2024-05-21,2024-05-21 08:51:15.025664740,Low,Closed,Agent_6,8.85,1,Billing
T301069,2025-03-18,2025-03-19 04:31:26.387535910,Low,Resolved,Agent_10,28.52,1,HR
T301070,2024-09-28,2024-10-03 03:04:19.561141394,Low,Resolved,Agent_15,123.07,0,HR
T301071,2023-05-18,2023-05-18 21:09:31.521386807,High,Resolved,Agent_1,21.16,1,Technical
T301072,2024-09-13,2024-09-13 16:02:48.265276665,Medium,Escalated,Agent_5,16.05,1,Billing
